"","disorder","sex","age","CIF","CIF_lb","CIF_ub","IR","IR_lb","IR_ub","disorder_group","disorder_full"
"5844","BED","M",34,10.13,10.09,10.16,6.35,6.15,6.56,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5845","BED","M",34.5,10.16,10.13,10.19,5.87,5.69,6.06,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5846","BED","M",35,10.19,10.16,10.23,5.41,5.25,5.58,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5847","BED","M",35.5,10.23,10.19,10.26,4.99,4.84,5.14,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5848","BED","M",36,10.25,10.22,10.29,4.59,4.46,4.73,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5849","BED","M",36.5,10.28,10.25,10.32,4.23,4.1,4.35,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5850","BED","M",37,10.31,10.28,10.34,3.88,3.76,4,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5851","BED","M",37.5,10.34,10.3,10.37,3.56,3.44,3.68,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5852","BED","M",38,10.36,10.32,10.39,3.27,3.15,3.39,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5853","BED","M",38.5,10.39,10.35,10.42,2.99,2.87,3.12,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5854","BED","M",39,10.41,10.38,10.44,2.73,2.61,2.86,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5855","BED","M",39.5,10.44,10.4,10.47,2.5,2.37,2.63,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5856","BED","M",40,10.46,10.43,10.49,2.27,2.15,2.41,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5857","BED","M",40.5,10.48,10.45,10.51,2.07,1.95,2.2,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5858","BED","M",41,10.5,10.47,10.54,1.88,1.76,2.01,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5859","BED","M",41.5,10.52,10.49,10.56,1.71,1.59,1.83,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5860","BED","M",42,10.54,10.51,10.58,1.55,1.44,1.66,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5861","BED","M",42.5,10.56,10.52,10.59,1.4,1.3,1.5,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5862","BED","M",43,10.57,10.54,10.61,1.26,1.17,1.36,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5863","BED","M",43.5,10.59,10.56,10.62,1.13,1.05,1.22,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5864","BED","M",44,10.6,10.57,10.64,1.02,0.94,1.1,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5865","BED","M",44.5,10.62,10.59,10.66,0.92,0.85,0.99,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5866","BED","M",45,10.64,10.6,10.67,0.82,0.76,0.9,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5867","BED","M",45.5,10.65,10.62,10.69,0.74,0.67,0.81,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5868","BED","M",46,10.67,10.63,10.7,0.66,0.6,0.73,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5869","BED","M",46.5,10.68,10.65,10.71,0.6,0.54,0.67,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5870","BED","M",47,10.69,10.66,10.73,0.54,0.48,0.61,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5871","BED","M",47.5,10.7,10.67,10.74,0.49,0.43,0.55,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5872","BED","M",48,10.71,10.68,10.75,0.44,0.38,0.51,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5873","BED","M",48.5,10.72,10.69,10.76,0.4,0.35,0.46,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5874","BED","M",49,10.73,10.7,10.77,0.37,0.31,0.43,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5875","BED","M",49.5,10.74,10.71,10.78,0.34,0.29,0.39,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5876","BED","M",50,10.75,10.72,10.78,0.31,0.26,0.36,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5877","BED","M",50.5,10.76,10.72,10.79,0.29,0.24,0.34,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5878","BED","M",51,10.77,10.73,10.8,0.27,0.23,0.31,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5879","BED","M",51.5,10.77,10.74,10.81,0.25,0.21,0.29,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5880","BED","M",52,10.78,10.74,10.81,0.24,0.2,0.28,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5881","BED","M",52.5,10.78,10.75,10.82,0.22,0.19,0.26,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5882","BED","M",53,10.79,10.75,10.82,0.21,0.18,0.25,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5883","BED","M",53.5,10.79,10.76,10.83,0.2,0.17,0.24,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5884","BED","M",54,10.8,10.76,10.83,0.2,0.17,0.23,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5885","BED","M",54.5,10.8,10.77,10.84,0.19,0.16,0.23,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5886","BED","M",55,10.81,10.77,10.84,0.18,0.15,0.22,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5887","BED","M",55.5,10.81,10.78,10.85,0.18,0.14,0.22,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5888","BED","M",56,10.82,10.78,10.85,0.17,0.14,0.21,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5889","BED","M",56.5,10.82,10.78,10.85,0.16,0.13,0.21,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5890","BED","M",57,10.82,10.79,10.86,0.16,0.13,0.2,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5891","BED","M",57.5,10.82,10.79,10.86,0.15,0.12,0.2,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5892","BED","M",58,10.83,10.79,10.86,0.15,0.11,0.19,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5893","BED","M",58.5,10.83,10.8,10.86,0.14,0.11,0.18,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5894","BED","M",59,10.83,10.8,10.87,0.14,0.11,0.18,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5895","BED","M",59.5,10.83,10.8,10.87,0.13,0.1,0.17,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5896","BED","M",60,10.83,10.8,10.87,0.12,0.1,0.16,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5897","BED","M",60.5,10.84,10.8,10.87,0.12,0.09,0.15,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5898","BED","M",61,10.84,10.8,10.87,0.11,0.09,0.15,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5899","BED","M",61.5,10.84,10.8,10.87,0.11,0.08,0.14,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5900","BED","M",62,10.84,10.81,10.87,0.1,0.07,0.14,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5901","BED","M",62.5,10.84,10.81,10.88,0.1,0.07,0.13,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5902","BED","M",63,10.84,10.81,10.88,0.09,0.06,0.13,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5903","BED","M",63.5,10.84,10.81,10.88,0.09,0.06,0.13,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5904","BED","M",64,10.84,10.81,10.88,0.08,0.05,0.12,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5905","BED","M",64.5,10.84,10.81,10.88,0.08,0.05,0.12,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5906","BED","M",65,10.84,10.81,10.88,0.08,0.05,0.12,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5907","BED","M",65.5,10.84,10.81,10.88,0.07,0.04,0.12,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5908","BED","M",66,10.84,10.81,10.88,0.07,0.04,0.12,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5909","BED","M",66.5,10.85,10.81,10.88,0.07,0.04,0.11,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5910","BED","M",67,10.85,10.81,10.88,0.07,0.04,0.11,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5911","BED","M",67.5,10.85,10.81,10.88,0.07,0.04,0.11,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5912","BED","M",68,10.85,10.81,10.88,0.07,0.04,0.11,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5913","BED","M",68.5,10.85,10.81,10.88,0.07,0.04,0.11,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5914","BED","M",69,10.85,10.81,10.88,0.07,0.04,0.11,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5915","BED","M",69.5,10.85,10.81,10.88,0.07,0.04,0.11,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5916","BED","M",70,10.85,10.81,10.88,0.07,0.04,0.12,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5917","BED","M",70.5,10.85,10.81,10.88,0.07,0.04,0.12,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5918","BED","M",71,10.85,10.81,10.88,0.07,0.04,0.12,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5919","BED","M",71.5,10.85,10.82,10.88,0.07,0.04,0.13,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5920","BED","M",72,10.85,10.82,10.88,0.08,0.04,0.14,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5921","BED","M",72.5,10.85,10.82,10.88,0.08,0.04,0.15,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5922","BED","M",73,10.85,10.82,10.88,0.08,0.04,0.16,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5923","BED","M",73.5,10.85,10.82,10.89,0.08,0.04,0.18,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5924","BED","M",74,10.85,10.82,10.89,0.09,0.04,0.2,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5925","BED","M",74.5,10.85,10.82,10.89,0.09,0.04,0.23,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5926","BED","M",75,10.85,10.82,10.89,0.09,0.03,0.25,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
"5927","BED","M",75.5,10.85,10.82,10.89,0.1,0.03,0.29,"Broad category","Behavioral and emotional disorders with onset usually occuring in childhood and adolescence"
